job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
AI08503,Research Scientist,213544,EX,FL,Australia,S,Australia,0,"PyTorch, SQL, MLOps, Spark",Master,16,Telecommunications,8.2,Autonomous Tech
AI08504,Autonomous Systems Engineer,99231,MI,FT,Germany,S,Germany,100,"Azure, SQL, Mathematics, Docker, AWS",Bachelor,2,Finance,6.3,Neural Networks Co
AI08505,AI Specialist,189940,EX,FL,Canada,M,Canada,50,"Azure, Hadoop, SQL, PyTorch",Bachelor,15,Energy,6.5,Quantum Computing Inc
AI08506,Head of AI,97410,EN,FT,Denmark,M,Denmark,0,"Python, TensorFlow, Linux, PyTorch, Deep Learning",Associate,0,Telecommunications,8.7,TechCorp Inc
AI08507,AI Specialist,115419,SE,PT,United Kingdom,M,United Kingdom,0,"Python, Docker, Mathematics",PhD,9,Government,9.3,Autonomous Tech
AI08508,Deep Learning Engineer,55421,EN,PT,South Korea,M,South Korea,100,"Python, R, Mathematics, TensorFlow",Bachelor,1,Education,8.5,DeepTech Ventures
AI08509,Principal Data Scientist,174114,SE,FL,Germany,L,Germany,100,"GCP, Python, MLOps",Associate,9,Education,7.6,Cloud AI Solutions
AI08510,Data Analyst,223978,EX,PT,Sweden,M,Sweden,0,"R, TensorFlow, Scala, Linux, Mathematics",Master,14,Government,7.9,Cloud AI Solutions
AI08511,Principal Data Scientist,239199,EX,PT,United Kingdom,M,United Kingdom,100,"Kubernetes, Python, Data Visualization",PhD,16,Government,6.4,Predictive Systems
AI08512,AI Research Scientist,82844,EN,FT,Switzerland,M,United Kingdom,0,"Data Visualization, Azure, GCP, Java",PhD,1,Media,7.1,Neural Networks Co
AI08513,AI Specialist,122977,SE,PT,Finland,L,Finland,50,"Python, Azure, Spark",Associate,9,Government,7.1,Algorithmic Solutions
AI08514,Deep Learning Engineer,113326,MI,PT,Denmark,M,Denmark,50,"Kubernetes, Scala, Git, Azure, AWS",Associate,4,Government,5.0,Autonomous Tech
AI08515,Research Scientist,90965,MI,CT,Canada,S,Turkey,0,"Linux, Kubernetes, Python, TensorFlow, Scala",Associate,3,Education,6.0,Cloud AI Solutions
AI08516,Data Engineer,134158,SE,FL,Finland,L,Finland,50,"Java, SQL, Kubernetes, Hadoop",Associate,5,Media,5.9,Advanced Robotics
AI08517,Data Engineer,62279,EN,PT,Canada,M,Canada,50,"Statistics, Python, Computer Vision, Spark, Kubernetes",Master,0,Retail,6.4,Neural Networks Co
AI08518,Principal Data Scientist,201716,SE,CT,United States,L,Germany,100,"Spark, NLP, GCP, Tableau",Associate,6,Healthcare,9.8,AI Innovations
AI08519,AI Software Engineer,165043,EX,PT,Finland,L,Finland,50,"NLP, SQL, Java, GCP",Master,13,Automotive,9.4,Predictive Systems
AI08520,NLP Engineer,95834,MI,FT,Denmark,M,Denmark,100,"Python, TensorFlow, Statistics, Azure, GCP",PhD,4,Healthcare,7.7,Neural Networks Co
AI08521,AI Architect,131818,SE,FT,South Korea,L,Brazil,0,"Kubernetes, Python, Azure, TensorFlow",Master,5,Energy,7.0,Digital Transformation LLC
AI08522,Robotics Engineer,86510,MI,FT,Denmark,S,South Africa,0,"Deep Learning, Azure, Python",Bachelor,2,Retail,6.9,TechCorp Inc
AI08523,AI Software Engineer,83243,EN,PT,Israel,L,United Kingdom,50,"Python, Computer Vision, Linux, TensorFlow, Kubernetes",PhD,1,Gaming,5.2,Future Systems
AI08524,AI Software Engineer,76490,EN,PT,Switzerland,M,United Kingdom,50,"Scala, GCP, Python, Statistics, MLOps",Master,0,Education,7.4,Advanced Robotics
AI08525,Head of AI,239503,EX,CT,Germany,M,Germany,0,"Kubernetes, Hadoop, GCP, TensorFlow, Python",PhD,12,Finance,9.5,Machine Intelligence Group
AI08526,AI Specialist,159699,SE,CT,Australia,L,Australia,50,"Scala, Tableau, Azure, Docker",PhD,5,Technology,8.8,DeepTech Ventures
AI08527,Machine Learning Engineer,127190,MI,CT,Singapore,L,Portugal,100,"Linux, NLP, Docker, Hadoop, Computer Vision",Master,2,Technology,8.3,Digital Transformation LLC
AI08528,Autonomous Systems Engineer,61030,EN,FT,Singapore,M,Singapore,50,"Statistics, TensorFlow, Scala, Python",Master,1,Automotive,8.9,Future Systems
AI08529,Computer Vision Engineer,30719,MI,FT,India,S,Switzerland,0,"Python, Linux, MLOps, Statistics, Git",Master,2,Healthcare,5.4,Neural Networks Co
AI08530,Robotics Engineer,322323,EX,FL,Denmark,M,Denmark,100,"PyTorch, Mathematics, Deep Learning",Bachelor,15,Government,7.2,Predictive Systems
AI08531,Data Engineer,239858,SE,FL,Switzerland,L,Switzerland,0,"TensorFlow, Docker, Linux",PhD,9,Media,6.6,Smart Analytics
AI08532,AI Specialist,90256,EN,FL,Ireland,L,Norway,100,"TensorFlow, GCP, Statistics, Python",PhD,1,Manufacturing,6.8,Quantum Computing Inc
AI08533,Data Scientist,96346,EN,FT,United Kingdom,L,United Kingdom,50,"MLOps, Spark, GCP",PhD,1,Transportation,6.8,Future Systems
AI08534,AI Architect,227082,EX,FT,United Kingdom,S,United Kingdom,0,"Git, Hadoop, Tableau, AWS",Associate,18,Media,8.4,Quantum Computing Inc
AI08535,AI Consultant,174649,EX,FL,Sweden,S,Sweden,100,"PyTorch, GCP, Deep Learning",PhD,19,Telecommunications,9.6,Autonomous Tech
AI08536,Principal Data Scientist,244243,EX,PT,Austria,L,Austria,50,"Mathematics, SQL, Docker, TensorFlow",Master,14,Manufacturing,5.9,DataVision Ltd
AI08537,AI Software Engineer,140294,SE,PT,United Kingdom,M,United Kingdom,0,"Deep Learning, Scala, MLOps",Master,6,Automotive,6.9,AI Innovations
AI08538,AI Consultant,125410,SE,CT,Canada,L,Ghana,100,"Scala, Hadoop, AWS",Master,5,Real Estate,8.1,Cognitive Computing
AI08539,AI Specialist,102002,MI,CT,Canada,M,Netherlands,0,"Linux, Mathematics, MLOps",Associate,2,Transportation,9.7,Autonomous Tech
AI08540,Machine Learning Researcher,70722,EN,CT,Australia,M,Belgium,100,"Mathematics, Linux, AWS, Docker, SQL",Master,1,Manufacturing,8.8,Machine Intelligence Group
AI08541,AI Product Manager,92261,MI,FL,United Kingdom,S,United Kingdom,50,"Data Visualization, Python, NLP",PhD,3,Government,6.4,Quantum Computing Inc
AI08542,AI Architect,84465,EN,PT,Switzerland,L,Switzerland,100,"Data Visualization, Spark, Deep Learning",Associate,0,Consulting,5.0,Future Systems
AI08543,Machine Learning Engineer,73370,EN,PT,Germany,M,Germany,50,"Linux, Docker, Kubernetes",PhD,0,Technology,6.5,Algorithmic Solutions
AI08544,Data Scientist,125995,EX,PT,France,S,United Kingdom,0,"SQL, Spark, PyTorch, Hadoop",PhD,12,Transportation,9.4,DataVision Ltd
AI08545,Machine Learning Researcher,109740,MI,CT,Singapore,L,Singapore,100,"Java, Deep Learning, TensorFlow, Statistics",Bachelor,4,Education,9.7,Predictive Systems
AI08546,Principal Data Scientist,126186,MI,FL,Norway,S,Norway,50,"Git, Linux, Python, Kubernetes",PhD,3,Energy,7.8,DeepTech Ventures
AI08547,AI Product Manager,114618,SE,FL,Austria,S,Austria,50,"Git, AWS, Azure, Statistics, Scala",Master,8,Manufacturing,9.3,Advanced Robotics
AI08548,AI Consultant,194158,EX,PT,France,L,France,100,"Linux, Azure, TensorFlow, Git",PhD,15,Media,9.5,Future Systems
AI08549,Machine Learning Engineer,68896,EN,CT,Ireland,L,Ireland,0,"TensorFlow, PyTorch, AWS, Statistics",Associate,1,Energy,6.7,TechCorp Inc
AI08550,AI Product Manager,179602,SE,PT,Japan,L,Japan,50,"Docker, Python, NLP, MLOps",Bachelor,8,Gaming,7.6,Predictive Systems
AI08551,Machine Learning Engineer,197099,EX,CT,Netherlands,S,Netherlands,0,"SQL, Spark, Python, R",PhD,17,Finance,6.6,Autonomous Tech
AI08552,AI Architect,63579,MI,FT,Israel,S,Israel,50,"Hadoop, Linux, GCP, Tableau, Mathematics",Master,3,Gaming,7.2,Algorithmic Solutions
AI08553,Machine Learning Researcher,141152,EX,CT,South Korea,S,South Korea,0,"Spark, Linux, Python, Azure",Master,16,Government,5.1,Machine Intelligence Group
AI08554,NLP Engineer,96134,MI,PT,Singapore,M,Singapore,0,"TensorFlow, Mathematics, Data Visualization",Associate,4,Transportation,9.4,AI Innovations
AI08555,Research Scientist,127024,SE,FT,United Kingdom,L,United Kingdom,100,"R, SQL, MLOps, Statistics, Hadoop",Master,9,Energy,6.8,Cognitive Computing
AI08556,Machine Learning Researcher,145838,SE,FL,Denmark,M,Denmark,50,"Docker, NLP, Kubernetes, Statistics, Mathematics",Associate,7,Consulting,5.2,DataVision Ltd
AI08557,Robotics Engineer,130985,SE,FL,Germany,M,Germany,50,"Data Visualization, Linux, Python, TensorFlow, AWS",Master,5,Telecommunications,6.5,Cloud AI Solutions
AI08558,Robotics Engineer,154058,SE,PT,France,L,France,0,"Python, TensorFlow, MLOps, Hadoop",PhD,5,Finance,5.5,Smart Analytics
AI08559,Machine Learning Researcher,97591,MI,PT,Norway,S,Russia,0,"R, Git, Kubernetes, Computer Vision",Master,2,Government,6.9,AI Innovations
AI08560,Machine Learning Engineer,271305,EX,FL,Singapore,L,New Zealand,100,"Git, PyTorch, AWS, Data Visualization",Associate,19,Transportation,9.3,Algorithmic Solutions
AI08561,ML Ops Engineer,98409,MI,CT,Netherlands,L,Netherlands,100,"TensorFlow, MLOps, Scala",PhD,3,Consulting,7.7,Machine Intelligence Group
AI08562,AI Research Scientist,148798,SE,CT,Japan,L,Japan,100,"Scala, PyTorch, AWS, TensorFlow",Associate,6,Government,8.3,Cognitive Computing
AI08563,AI Product Manager,279602,EX,FL,United Kingdom,L,United Kingdom,0,"Kubernetes, Python, Statistics, Docker, Scala",Associate,16,Education,7.6,AI Innovations
AI08564,NLP Engineer,95686,MI,CT,Singapore,S,Luxembourg,50,"Tableau, TensorFlow, Java, Kubernetes",Bachelor,3,Healthcare,9.9,Future Systems
AI08565,AI Consultant,64322,EN,FT,Israel,M,Israel,0,"NLP, GCP, Docker",PhD,1,Telecommunications,5.5,Smart Analytics
AI08566,NLP Engineer,136594,MI,PT,Denmark,M,Nigeria,0,"Java, Computer Vision, Python, AWS, TensorFlow",PhD,2,Energy,6.7,AI Innovations
AI08567,Robotics Engineer,82693,EN,FL,Netherlands,L,Netherlands,0,"Python, TensorFlow, Azure",PhD,0,Energy,8.8,DataVision Ltd
AI08568,AI Specialist,153976,EX,CT,United States,S,Argentina,50,"Scala, R, Tableau, TensorFlow, Docker",PhD,19,Retail,6.5,Autonomous Tech
AI08569,Data Scientist,139600,SE,FL,Norway,M,Japan,0,"GCP, Kubernetes, SQL, Computer Vision",Master,6,Media,5.5,Cognitive Computing
AI08570,Robotics Engineer,249090,EX,FT,United Kingdom,L,Poland,50,"Java, Python, Deep Learning",PhD,17,Energy,5.6,Cloud AI Solutions
AI08571,Data Analyst,40276,SE,FT,India,S,India,100,"Computer Vision, Linux, GCP, Statistics",Associate,9,Consulting,7.5,Digital Transformation LLC
AI08572,Robotics Engineer,72904,MI,FL,Finland,S,Finland,100,"Python, Java, Docker",Master,4,Healthcare,5.0,Quantum Computing Inc
AI08573,Research Scientist,64042,EN,CT,Singapore,S,Singapore,100,"Linux, SQL, Git, MLOps, Hadoop",Bachelor,1,Consulting,8.3,DataVision Ltd
AI08574,Machine Learning Researcher,305717,EX,PT,Japan,L,Luxembourg,50,"Kubernetes, Git, GCP, NLP, SQL",PhD,15,Technology,9.7,DeepTech Ventures
AI08575,Research Scientist,85542,EN,FL,Norway,S,Norway,100,"TensorFlow, Tableau, Python",Bachelor,0,Gaming,8.6,Digital Transformation LLC
AI08576,Computer Vision Engineer,62229,MI,FL,South Korea,M,Ukraine,100,"Scala, R, NLP, Linux, Deep Learning",Associate,2,Manufacturing,6.6,Predictive Systems
AI08577,Data Scientist,183034,EX,FT,Canada,S,Canada,100,"Azure, SQL, Scala, Data Visualization, Git",Master,15,Technology,7.5,AI Innovations
AI08578,Robotics Engineer,77261,EN,FT,Canada,L,Canada,100,"Hadoop, PyTorch, Java",PhD,0,Technology,7.2,Quantum Computing Inc
AI08579,AI Software Engineer,101020,MI,CT,Ireland,L,Thailand,0,"R, Tableau, Azure",Associate,2,Healthcare,6.9,Predictive Systems
AI08580,AI Consultant,76948,MI,PT,Finland,S,Hungary,100,"Hadoop, Git, PyTorch, AWS, Linux",Bachelor,4,Consulting,7.8,Cognitive Computing
AI08581,AI Specialist,81536,EX,FT,China,M,China,0,"Kubernetes, Python, Azure, Spark",Bachelor,13,Gaming,5.4,AI Innovations
AI08582,Principal Data Scientist,95198,SE,FL,Finland,S,Finland,0,"Git, R, Tableau",Bachelor,9,Consulting,6.4,Predictive Systems
AI08583,AI Consultant,164093,SE,PT,United Kingdom,L,Ghana,50,"TensorFlow, AWS, Tableau, Kubernetes, NLP",Master,9,Media,9.8,DataVision Ltd
AI08584,Research Scientist,140767,SE,CT,United States,L,Hungary,0,"Tableau, Python, TensorFlow, PyTorch",Bachelor,8,Automotive,9.1,Algorithmic Solutions
AI08585,Machine Learning Researcher,102336,EX,FL,China,L,China,50,"PyTorch, Hadoop, Git",Master,19,Consulting,5.8,Advanced Robotics
AI08586,Research Scientist,58994,EN,FT,Austria,L,Austria,50,"Spark, Linux, Git, Azure",Master,0,Automotive,7.0,DeepTech Ventures
AI08587,NLP Engineer,51117,EN,FL,Australia,M,Australia,50,"Python, Java, MLOps",Master,0,Real Estate,7.0,Machine Intelligence Group
AI08588,Data Scientist,82013,EN,FT,United States,L,United States,100,"SQL, Statistics, PyTorch, R",PhD,1,Real Estate,8.5,AI Innovations
AI08589,AI Product Manager,204881,EX,PT,Finland,S,Finland,50,"Python, Spark, NLP",Master,10,Manufacturing,8.9,Future Systems
AI08590,AI Software Engineer,78751,EX,CT,India,M,India,100,"NLP, GCP, Spark, Kubernetes",Bachelor,13,Retail,6.5,AI Innovations
AI08591,Head of AI,130461,MI,CT,United Kingdom,L,United Kingdom,100,"PyTorch, Kubernetes, SQL, GCP",PhD,3,Education,9.0,Digital Transformation LLC
AI08592,AI Product Manager,83311,MI,PT,Japan,S,Japan,0,"Docker, Spark, Data Visualization, Git, Python",PhD,4,Consulting,5.3,AI Innovations
AI08593,AI Research Scientist,57136,EN,PT,United Kingdom,M,Sweden,100,"AWS, R, SQL, Deep Learning",Associate,0,Retail,8.5,TechCorp Inc
AI08594,Head of AI,109478,MI,CT,Sweden,L,Sweden,0,"GCP, Azure, Tableau, Computer Vision, Git",Bachelor,2,Energy,9.1,Autonomous Tech
AI08595,NLP Engineer,86990,MI,PT,Israel,L,Romania,0,"TensorFlow, GCP, NLP, Spark, Scala",Associate,3,Consulting,6.1,Predictive Systems
AI08596,Machine Learning Engineer,241562,EX,CT,Ireland,M,Ireland,50,"R, Python, Mathematics, NLP",PhD,11,Government,5.8,DataVision Ltd
AI08597,Principal Data Scientist,21704,EN,PT,India,M,India,50,"GCP, Deep Learning, Tableau",Associate,1,Telecommunications,7.5,Autonomous Tech
AI08598,ML Ops Engineer,88065,MI,FT,Netherlands,S,Netherlands,50,"Kubernetes, PyTorch, Azure, GCP, MLOps",Bachelor,3,Retail,5.9,Predictive Systems
AI08599,Research Scientist,52913,MI,PT,China,L,Ghana,0,"Data Visualization, Spark, Kubernetes, Java, Statistics",Associate,2,Education,7.7,DataVision Ltd
AI08600,Robotics Engineer,60550,EN,CT,Netherlands,M,Poland,0,"SQL, Statistics, Spark, Git",Bachelor,1,Energy,6.4,Neural Networks Co
AI08601,Computer Vision Engineer,57164,EN,FT,Israel,L,Israel,50,"Azure, Java, Git, Computer Vision, Python",Master,1,Government,9.1,DeepTech Ventures
AI08602,Principal Data Scientist,196044,EX,FL,Finland,L,Finland,100,"Java, Python, R, Docker, AWS",Master,19,Automotive,6.4,Future Systems
AI08603,Deep Learning Engineer,205349,EX,CT,Canada,M,Canada,50,"Kubernetes, NLP, Statistics, Deep Learning",Bachelor,10,Finance,7.2,Smart Analytics
AI08604,Machine Learning Engineer,141845,MI,FL,Switzerland,L,Switzerland,50,"AWS, Statistics, Tableau",PhD,2,Real Estate,5.3,Quantum Computing Inc
AI08605,AI Specialist,111688,MI,PT,United States,L,Vietnam,50,"Git, Kubernetes, Statistics, Tableau",Bachelor,4,Media,6.3,DeepTech Ventures
AI08606,Head of AI,68031,EN,FL,Japan,M,Japan,0,"AWS, Linux, Python, TensorFlow, Java",Bachelor,1,Consulting,10.0,Machine Intelligence Group
AI08607,AI Product Manager,107527,EN,FT,Switzerland,L,Switzerland,100,"Hadoop, MLOps, TensorFlow",PhD,1,Retail,6.7,Advanced Robotics
AI08608,AI Consultant,181374,EX,FL,Germany,M,Germany,50,"Hadoop, GCP, PyTorch, SQL, Linux",Master,13,Energy,7.3,Algorithmic Solutions
AI08609,Data Engineer,118961,SE,PT,Germany,S,Portugal,0,"Kubernetes, AWS, R",PhD,8,Retail,9.6,Algorithmic Solutions
AI08610,ML Ops Engineer,52835,MI,FT,China,L,China,50,"Spark, Kubernetes, Deep Learning",Bachelor,4,Education,8.6,Smart Analytics
AI08611,Machine Learning Engineer,70673,SE,FT,China,M,China,50,"Java, Kubernetes, Tableau",Master,7,Telecommunications,9.1,Quantum Computing Inc
AI08612,ML Ops Engineer,94570,SE,CT,Australia,S,Australia,0,"Python, TensorFlow, Docker, R, Computer Vision",PhD,8,Transportation,5.5,Digital Transformation LLC
AI08613,AI Research Scientist,64693,EN,FT,Israel,L,Israel,0,"AWS, MLOps, GCP, Mathematics",Bachelor,0,Consulting,6.2,Quantum Computing Inc
AI08614,Head of AI,191853,SE,PT,Denmark,M,Denmark,0,"Scala, Git, Kubernetes, PyTorch, Python",PhD,8,Media,7.4,Autonomous Tech
AI08615,Data Analyst,114269,SE,FT,Singapore,M,Singapore,0,"AWS, Statistics, NLP, Tableau",Bachelor,9,Energy,9.0,Machine Intelligence Group
AI08616,Machine Learning Researcher,269818,EX,PT,Japan,M,Japan,50,"Computer Vision, PyTorch, Python, Azure, AWS",Bachelor,15,Real Estate,9.8,TechCorp Inc
AI08617,AI Software Engineer,120069,SE,CT,Norway,S,Norway,50,"AWS, R, Statistics, PyTorch",PhD,5,Manufacturing,7.3,Cognitive Computing
AI08618,Data Analyst,86504,MI,FT,South Korea,M,South Korea,0,"Python, Hadoop, Git, TensorFlow",Bachelor,3,Media,6.4,Future Systems
AI08619,Machine Learning Researcher,120570,EX,CT,China,L,China,50,"Python, SQL, AWS, Computer Vision",Bachelor,17,Telecommunications,5.2,DeepTech Ventures
AI08620,Data Scientist,184942,EX,CT,Ireland,L,Latvia,50,"Computer Vision, Docker, R",Master,17,Automotive,9.6,AI Innovations
AI08621,Data Scientist,89220,EN,PT,Germany,L,Germany,50,"Linux, Git, Computer Vision, Hadoop, Java",PhD,0,Real Estate,5.3,Future Systems
AI08622,AI Product Manager,134492,SE,FL,Japan,M,Japan,100,"R, Statistics, NLP, Spark",Associate,8,Transportation,8.6,DeepTech Ventures
AI08623,Machine Learning Researcher,137903,EX,FL,France,S,France,50,"Java, Hadoop, NLP",Associate,16,Manufacturing,7.2,Smart Analytics
AI08624,Deep Learning Engineer,139031,EX,FT,United Kingdom,S,Norway,0,"Linux, Azure, Mathematics, SQL, Hadoop",PhD,16,Energy,5.9,Autonomous Tech
AI08625,AI Software Engineer,202153,EX,FT,South Korea,L,South Korea,50,"Scala, Computer Vision, Linux, Python, Kubernetes",Associate,17,Consulting,6.2,DeepTech Ventures
AI08626,AI Architect,71668,MI,PT,Israel,S,South Africa,100,"Kubernetes, Git, R, PyTorch",Associate,3,Retail,6.0,Cloud AI Solutions
AI08627,AI Product Manager,89404,EN,CT,Denmark,L,Denmark,0,"PyTorch, Tableau, TensorFlow",Bachelor,0,Finance,8.0,DeepTech Ventures
AI08628,Head of AI,145615,SE,FT,Sweden,M,Sweden,0,"Linux, MLOps, Data Visualization, Python, NLP",Associate,8,Consulting,9.5,Cloud AI Solutions
AI08629,Data Analyst,207813,EX,FL,Finland,L,Finland,0,"R, Linux, Deep Learning",Associate,13,Transportation,5.3,Cloud AI Solutions
AI08630,AI Architect,142528,SE,FT,Netherlands,M,Netherlands,50,"Git, Scala, Statistics, MLOps, SQL",Master,8,Technology,6.3,Autonomous Tech
AI08631,AI Specialist,68097,MI,FT,Finland,M,Finland,50,"Kubernetes, Python, GCP",Bachelor,3,Manufacturing,7.5,Machine Intelligence Group
AI08632,Data Engineer,224311,EX,CT,Singapore,S,Singapore,50,"Java, Linux, Mathematics, Azure, Scala",Associate,17,Transportation,8.8,AI Innovations
AI08633,Autonomous Systems Engineer,114501,SE,FT,Canada,L,Canada,50,"Tableau, PyTorch, Git, Python, Linux",Bachelor,7,Consulting,6.1,Autonomous Tech
AI08634,NLP Engineer,65825,SE,FL,China,L,China,0,"AWS, Java, Azure",Bachelor,5,Finance,9.2,Autonomous Tech
AI08635,AI Specialist,196121,EX,PT,Canada,S,Canada,0,"Spark, Kubernetes, GCP, Tableau",Associate,18,Education,7.6,AI Innovations
AI08636,Principal Data Scientist,94824,EN,PT,United States,M,United States,100,"Hadoop, Linux, Kubernetes",Associate,1,Manufacturing,5.0,Machine Intelligence Group
AI08637,AI Software Engineer,48808,SE,PT,China,M,China,100,"Linux, Docker, R, Mathematics",Master,8,Government,8.1,Autonomous Tech
AI08638,Robotics Engineer,119252,SE,CT,Netherlands,M,Finland,0,"PyTorch, TensorFlow, Mathematics, Java, Spark",Master,5,Finance,7.6,Machine Intelligence Group
AI08639,AI Architect,77771,EN,FL,Switzerland,M,Switzerland,50,"Scala, Tableau, Deep Learning",Master,0,Education,8.1,Future Systems
AI08640,ML Ops Engineer,106474,SE,CT,Ireland,S,Ireland,0,"PyTorch, SQL, AWS, Docker",Master,6,Consulting,6.9,Algorithmic Solutions
AI08641,Computer Vision Engineer,233835,EX,CT,Australia,M,Australia,100,"R, GCP, Mathematics",Associate,17,Government,8.9,Future Systems
AI08642,Data Analyst,95754,MI,CT,Singapore,M,Singapore,100,"Tableau, TensorFlow, NLP, SQL",Bachelor,2,Telecommunications,8.9,AI Innovations
AI08643,Data Engineer,111708,SE,CT,Canada,S,Russia,0,"Python, TensorFlow, Kubernetes, Hadoop, Docker",Bachelor,5,Government,5.3,Quantum Computing Inc
AI08644,Principal Data Scientist,263271,EX,CT,Japan,M,Kenya,100,"Kubernetes, TensorFlow, Mathematics, AWS, PyTorch",Bachelor,14,Healthcare,9.6,Quantum Computing Inc
AI08645,Robotics Engineer,201498,SE,PT,Norway,L,Norway,100,"Spark, Java, Docker, GCP, Statistics",Master,6,Telecommunications,8.9,Cognitive Computing
AI08646,Machine Learning Researcher,98345,EN,PT,Norway,M,Norway,100,"R, Linux, Java",Bachelor,0,Automotive,5.9,TechCorp Inc
AI08647,Data Engineer,47321,MI,PT,China,M,China,50,"GCP, Java, Tableau, Statistics",Associate,4,Manufacturing,8.8,DataVision Ltd
AI08648,Data Analyst,76662,MI,FT,South Korea,S,Romania,100,"Statistics, Python, NLP",Associate,3,Retail,9.5,Quantum Computing Inc
AI08649,Data Scientist,135115,SE,CT,Israel,L,Egypt,100,"Docker, Spark, R, MLOps, Azure",Associate,6,Manufacturing,5.6,Cloud AI Solutions
AI08650,Computer Vision Engineer,95343,MI,PT,France,M,France,100,"SQL, GCP, Docker, Computer Vision, Hadoop",Master,4,Technology,7.6,TechCorp Inc
AI08651,Principal Data Scientist,19877,EN,FL,India,S,India,0,"R, Python, Computer Vision",PhD,1,Government,6.7,Machine Intelligence Group
AI08652,AI Consultant,120340,SE,FL,Singapore,M,Singapore,50,"Linux, Java, Python, Kubernetes, Deep Learning",Bachelor,8,Automotive,9.6,Autonomous Tech
AI08653,Data Analyst,105495,SE,CT,Singapore,S,Singapore,0,"Java, GCP, AWS",PhD,8,Transportation,7.8,Machine Intelligence Group
AI08654,Data Scientist,23760,EN,FL,China,S,China,50,"TensorFlow, Linux, Computer Vision",Associate,0,Telecommunications,8.5,Neural Networks Co
AI08655,Research Scientist,81420,EN,FT,Japan,M,Japan,50,"PyTorch, Tableau, Scala",Bachelor,1,Technology,6.8,Autonomous Tech
AI08656,Machine Learning Researcher,117907,SE,PT,Singapore,M,Singapore,100,"Python, Git, R, TensorFlow, Statistics",Associate,6,Government,7.7,Future Systems
AI08657,Machine Learning Engineer,96703,MI,FT,Japan,S,Japan,100,"Azure, Java, GCP, TensorFlow, MLOps",Associate,2,Healthcare,8.5,Cloud AI Solutions
AI08658,Data Analyst,64544,EN,CT,Australia,S,Australia,100,"SQL, Java, Mathematics, PyTorch",Bachelor,1,Transportation,5.6,TechCorp Inc
AI08659,Principal Data Scientist,113782,SE,FL,Japan,M,Japan,100,"Scala, Azure, PyTorch, SQL",Bachelor,5,Media,9.9,Predictive Systems
AI08660,Machine Learning Researcher,128270,MI,FT,United States,L,United States,100,"R, Git, Python, NLP, TensorFlow",Master,2,Telecommunications,5.6,Machine Intelligence Group
AI08661,Head of AI,65592,MI,FL,Sweden,S,Sweden,100,"Python, Git, Scala",Master,3,Media,9.3,Advanced Robotics
AI08662,AI Software Engineer,54617,EN,FT,Canada,M,Canada,100,"MLOps, Java, Python",Bachelor,0,Manufacturing,8.7,Predictive Systems
AI08663,AI Consultant,82192,MI,FT,South Korea,M,Italy,50,"Kubernetes, Scala, Spark",Associate,2,Automotive,6.1,Advanced Robotics
AI08664,Principal Data Scientist,81981,MI,FT,France,L,France,50,"Python, NLP, TensorFlow, Git, Java",Master,4,Media,6.7,Neural Networks Co
AI08665,AI Research Scientist,76034,MI,PT,Austria,S,Austria,0,"R, Computer Vision, Python, Kubernetes, MLOps",Bachelor,3,Manufacturing,8.0,Future Systems
AI08666,AI Architect,24952,EN,CT,India,M,India,50,"Linux, PyTorch, Python, Hadoop",Bachelor,0,Manufacturing,9.1,Cloud AI Solutions
AI08667,Data Engineer,44314,MI,CT,China,S,Switzerland,0,"PyTorch, GCP, SQL, Data Visualization, Tableau",PhD,2,Telecommunications,7.4,Predictive Systems
AI08668,AI Product Manager,160046,EX,CT,Canada,L,Canada,0,"Tableau, R, Git, Data Visualization, Computer Vision",Associate,10,Technology,6.3,DataVision Ltd
AI08669,Data Scientist,224937,EX,FL,Netherlands,M,China,0,"SQL, PyTorch, Mathematics",Master,13,Real Estate,7.6,Predictive Systems
AI08670,Deep Learning Engineer,69057,MI,PT,Singapore,S,Singapore,50,"R, AWS, Azure, Deep Learning",Associate,3,Technology,6.4,Cognitive Computing
AI08671,AI Consultant,65525,EN,FL,Germany,M,Germany,100,"Hadoop, SQL, Computer Vision",PhD,0,Technology,5.6,AI Innovations
AI08672,Data Engineer,231770,EX,FT,Switzerland,M,Switzerland,0,"Kubernetes, Spark, GCP",PhD,10,Telecommunications,6.2,Quantum Computing Inc
AI08673,Autonomous Systems Engineer,189743,EX,CT,United Kingdom,S,United Kingdom,0,"Python, Linux, TensorFlow, Data Visualization",Bachelor,11,Education,7.6,DeepTech Ventures
AI08674,AI Consultant,84046,MI,CT,Canada,L,Brazil,50,"NLP, GCP, Python, Tableau",Associate,2,Finance,5.7,DeepTech Ventures
AI08675,Robotics Engineer,58018,SE,FL,China,M,China,100,"Computer Vision, Hadoop, Python",Associate,7,Media,8.0,Neural Networks Co
AI08676,Head of AI,82096,EX,FT,China,L,Finland,50,"Git, Linux, Hadoop, GCP, Kubernetes",Associate,10,Finance,5.1,Advanced Robotics
AI08677,AI Research Scientist,228962,EX,FL,France,L,France,50,"Hadoop, SQL, Python",PhD,14,Energy,9.5,Quantum Computing Inc
AI08678,Head of AI,59789,EN,CT,Netherlands,S,Netherlands,100,"R, Hadoop, Kubernetes, GCP",PhD,0,Finance,7.9,Autonomous Tech
